Código,Descripción,Tipo Descripción
X660,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A DISOLVENTES ORGANICOS",Diagnóstico (CIEX)
X662,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A DISOLVENTES ORGANICOS",Diagnóstico (CIEX)
X663,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A DISOLVENTES ORGANICOS",Diagnóstico (CIEX)
X661,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A DISOLVENTES ORGANICOS",Diagnóstico (CIEX)
X664,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A DISOLVENTES ORGANICOS",Diagnóstico (CIEX)
X665,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A DISOLVENTES ORGANICOS",Diagnóstico (CIEX)
X666,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A DISOLVENTES ORGANICOS",Diagnóstico (CIEX)
X667,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A DISOLVENTES ORGANICOS",Diagnóstico (CIEX)
X668,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A DISOLVENTES ORGANICOS",Diagnóstico (CIEX)
X669,ENVENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR Y EXPOSICION A DISOLVENTES ORGANCIOS E H,Diagnóstico (CIEX)
X670,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A OTROS GASES Y VAPORES,",Diagnóstico (CIEX)
X671,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A OTROS GASES Y VAPORES,",Diagnóstico (CIEX)
X672,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A OTROS GASES Y VAPORES,",Diagnóstico (CIEX)
X673,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A OTROS GASES Y VAPORES,",Diagnóstico (CIEX)
X674,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A OTROS GASES Y VAPORES,",Diagnóstico (CIEX)
X675,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A OTROS GASES Y VAPORES,",Diagnóstico (CIEX)
X676,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A OTROS GASES Y VAPORES,",Diagnóstico (CIEX)
X679,ENVENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR Y EXPOSICION A OTROS GASES Y VAPORES  EN,Diagnóstico (CIEX)
X680,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A PLAGUICIDAS, EN VIVIEN",Diagnóstico (CIEX)
X677,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A OTROS GASES Y VAPORES,",Diagnóstico (CIEX)
X678,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A OTROS GASES Y VAPORES,",Diagnóstico (CIEX)
X681,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A PLAGUICIDAS, EN INSTIT",Diagnóstico (CIEX)
X685,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A PLAGUICIDAS, EN COMERC",Diagnóstico (CIEX)
X682,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A PLAGUICIDAS, EN ESCUEL",Diagnóstico (CIEX)
X683,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A PLAGUICIDAS, EN AREAS",Diagnóstico (CIEX)
X684,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A PLAGUICIDAS, EN CALLES",Diagnóstico (CIEX)
X686,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A PLAGUICIDAS, EN AREA I",Diagnóstico (CIEX)
X687,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A PLAGUICIDAS, EN GRANJA",Diagnóstico (CIEX)
X688,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A PLAGUICIDAS, EN OTRO L",Diagnóstico (CIEX)
X689,ENVENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR Y EXPOSICION A PLAGUICIDAS  EN LUGAR NO,Diagnóstico (CIEX)
X690,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A OTROS PRODUCTOS QUIMIC",Diagnóstico (CIEX)
X691,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A OTROS PRODUCTOS QUIMIC",Diagnóstico (CIEX)
X692,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A OTROS PRODUCTOS QUIMIC",Diagnóstico (CIEX)
X693,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A OTROS PRODUCTOS QUIMIC",Diagnóstico (CIEX)
X694,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A OTROS PRODUCTOS QUIMIC",Diagnóstico (CIEX)
X695,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A OTROS PRODUCTOS QUIMIC",Diagnóstico (CIEX)
X696,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A OTROS PRODUCTOS QUIMIC",Diagnóstico (CIEX)
X698,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A OTROS PRODUCTOS QUIMIC",Diagnóstico (CIEX)
X699,"ENVENENAMIENTO INTENCIONALMENTE AUTOINFLINGIDO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMI",Diagnóstico (CIEX)
X697,"ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A OTROS PRODUCTOS QUIMIC",Diagnóstico (CIEX)
X700,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO, ESTRANGULAMIENTO O SOFOCACION, E",Diagnóstico (CIEX)
X701,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO, ESTRANGULAMIENTO O SOFOCACION, E",Diagnóstico (CIEX)
X702,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO, ESTRANGULAMIENTO O SOFOCACION, E",Diagnóstico (CIEX)
X703,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO, ESTRANGULAMIENTO O SOFOCACION, E",Diagnóstico (CIEX)
X704,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO, ESTRANGULAMIENTO O SOFOCACION, E",Diagnóstico (CIEX)
X705,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO, ESTRANGULAMIENTO O SOFOCACION, E",Diagnóstico (CIEX)
X707,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO, ESTRANGULAMIENTO O SOFOCACION, E",Diagnóstico (CIEX)
X708,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO, ESTRANGULAMIENTO O SOFOCACION, E",Diagnóstico (CIEX)
X706,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO, ESTRANGULAMIENTO O SOFOCACION, E",Diagnóstico (CIEX)
X709,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO, ESTRANGULAMIENTO O SOFOCACION, E",Diagnóstico (CIEX)
X710,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO Y SUMERSION, EN VIVIENDA",Diagnóstico (CIEX)
X711,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO Y SUMERSION, EN INSTITUCION RESIDE",Diagnóstico (CIEX)
X712,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO Y SUMERSION, EN ESCUELAS, OTRAS IN",Diagnóstico (CIEX)
X713,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO Y SUMERSION, EN AREAS DE DEPORTE Y",Diagnóstico (CIEX)
X714,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO Y SUMERSION, EN CALLES Y CARRETERA",Diagnóstico (CIEX)
X715,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO Y SUMERSION, EN COMERCIO Y AREA DE",Diagnóstico (CIEX)
X716,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO Y SUMERSION, EN AREA INDUSTRIAL Y",Diagnóstico (CIEX)
X717,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO Y SUMERSION, EN GRANJA",Diagnóstico (CIEX)
X718,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO Y SUMERSION, EN OTRO LUGAR ESPECIF",Diagnóstico (CIEX)
X719,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO Y SUMERSION, EN LUGAR NO ESPECIFIC",Diagnóstico (CIEX)
X720,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA, EN VIVIENDA",Diagnóstico (CIEX)
X721,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA, EN INSTITUCION RESIDENC",Diagnóstico (CIEX)
X722,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA, EN ESCUELAS, OTRAS INST",Diagnóstico (CIEX)
X723,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA, EN AREAS DE DEPORTE Y A",Diagnóstico (CIEX)
X724,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA, EN CALLES Y CARRETERAS",Diagnóstico (CIEX)
X725,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA, EN COMERCIO Y AREA DE S",Diagnóstico (CIEX)
X726,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA, EN AREA INDUSTRIAL Y DE",Diagnóstico (CIEX)
X727,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA, EN GRANJA",Diagnóstico (CIEX)
X728,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA, EN OTRO LUGAR ESPECIFIC",Diagnóstico (CIEX)
X729,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA, EN LUGAR NO ESPECIFICAD",Diagnóstico (CIEX)
X730,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, EN VI",Diagnóstico (CIEX)
X731,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, EN IN",Diagnóstico (CIEX)
X732,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, EN ES",Diagnóstico (CIEX)
X733,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, EN AR",Diagnóstico (CIEX)
X734,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, EN CA",Diagnóstico (CIEX)
X735,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, EN CO",Diagnóstico (CIEX)
X736,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, EN AR",Diagnóstico (CIEX)
X737,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, EN GR",Diagnóstico (CIEX)
X738,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, EN OT",Diagnóstico (CIEX)
X739,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, EN LU",Diagnóstico (CIEX)
X740,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPE",Diagnóstico (CIEX)
X741,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPE",Diagnóstico (CIEX)
X743,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPE",Diagnóstico (CIEX)
X744,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPE",Diagnóstico (CIEX)
X742,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPE",Diagnóstico (CIEX)
X745,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPE",Diagnóstico (CIEX)
X746,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPE",Diagnóstico (CIEX)
X747,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPE",Diagnóstico (CIEX)
X748,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPE",Diagnóstico (CIEX)
X749,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPE",Diagnóstico (CIEX)
X750,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO, EN VIVIENDA",Diagnóstico (CIEX)
X751,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO, EN INSTITUCION RESIDENCIAL",Diagnóstico (CIEX)
X752,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO, EN ESCUELAS, OTRAS INSTITU",Diagnóstico (CIEX)
X753,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO, EN AREAS DE DEPORTE Y ATLE",Diagnóstico (CIEX)
X754,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO, EN CALLES Y CARRETERAS",Diagnóstico (CIEX)
X755,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO, EN COMERCIO Y AREA DE SERV",Diagnóstico (CIEX)
X756,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO, EN AREA INDUSTRIAL Y DE LA",Diagnóstico (CIEX)
X757,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO, EN GRANJA",Diagnóstico (CIEX)
X758,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO, EN OTRO LUGAR ESPECIFICADO",Diagnóstico (CIEX)
X760,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR HUMO, FUEGO Y LLAMAS, EN VIVIENDA",Diagnóstico (CIEX)
X759,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO, EN LUGAR NO ESPECIFICADO",Diagnóstico (CIEX)
X761,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR HUMO, FUEGO Y LLAMAS, EN INSTITUCION RESIDENCI",Diagnóstico (CIEX)
X762,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR HUMO, FUEGO Y LLAMAS, EN ESCUELAS, OTRAS INSTI",Diagnóstico (CIEX)
X764,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR HUMO, FUEGO Y LLAMAS, EN CALLES Y CARRETERAS",Diagnóstico (CIEX)
X765,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR HUMO, FUEGO Y LLAMAS, EN COMERCIO Y AREA DE SE",Diagnóstico (CIEX)
X763,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR HUMO, FUEGO Y LLAMAS, EN AREAS DE DEPORTE Y AT",Diagnóstico (CIEX)
X766,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR HUMO, FUEGO Y LLAMAS, EN AREA INDUSTRIAL Y DE",Diagnóstico (CIEX)
X767,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR HUMO, FUEGO Y LLAMAS, EN GRANJA",Diagnóstico (CIEX)
X768,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR HUMO, FUEGO Y LLAMAS, EN OTRO LUGAR ESPECIFICA",Diagnóstico (CIEX)
X769,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR HUMO, FUEGO Y LLAMAS, EN LUGAR NO ESPECIFICADO",Diagnóstico (CIEX)
X770,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN",Diagnóstico (CIEX)
X771,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN",Diagnóstico (CIEX)
X772,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN",Diagnóstico (CIEX)
X773,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN",Diagnóstico (CIEX)
X774,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN",Diagnóstico (CIEX)
X775,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN",Diagnóstico (CIEX)
X776,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN",Diagnóstico (CIEX)
X777,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN",Diagnóstico (CIEX)
X778,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN",Diagnóstico (CIEX)
X779,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN",Diagnóstico (CIEX)
X780,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, EN VIVIENDA",Diagnóstico (CIEX)
X781,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, EN INSTITUCION RESIDENCIAL",Diagnóstico (CIEX)
X782,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, EN ESCUELAS, OTRAS INSTITUCIO",Diagnóstico (CIEX)
X783,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, EN AREAS DE DEPORTE Y ATLETIS",Diagnóstico (CIEX)
X784,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, EN CALLES Y CARRETERAS",Diagnóstico (CIEX)
X785,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, EN COMERCIO Y AREA DE SERVICI",Diagnóstico (CIEX)
X786,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, EN AREA INDUSTRIAL Y DE LA CO",Diagnóstico (CIEX)
X787,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, EN GRANJA",Diagnóstico (CIEX)
X788,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, EN OTRO LUGAR ESPECIFICADO",Diagnóstico (CIEX)
X789,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, EN LUGAR NO ESPECIFICADO",Diagnóstico (CIEX)
X790,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN VIVIENDA",Diagnóstico (CIEX)
X791,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN INSTITUCION RESIDEN",Diagnóstico (CIEX)
X792,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN ESCUELAS, OTRAS INS",Diagnóstico (CIEX)
X793,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN AREAS DE DEPORTE Y",Diagnóstico (CIEX)
X794,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN CALLES Y CARRETERAS",Diagnóstico (CIEX)
X795,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN COMERCIO Y AREA DE",Diagnóstico (CIEX)
X796,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN AREA INDUSTRIAL Y D",Diagnóstico (CIEX)
X797,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN GRANJA",Diagnóstico (CIEX)
X798,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN OTRO LUGAR ESPECIFI",Diagnóstico (CIEX)
X799,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O  SIN FILO EN LUGAR NO ESPECIFICA,Diagnóstico (CIEX)
X800,"LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN VIVIENDA",Diagnóstico (CIEX)
X801,"LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN INSTITUCION R",Diagnóstico (CIEX)
X802,"LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN ESCUELAS, OTR",Diagnóstico (CIEX)
X803,"LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN AREAS DE DEPO",Diagnóstico (CIEX)
X804,"LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN CALLES Y CARR",Diagnóstico (CIEX)
X805,"LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN COMERCIO Y AR",Diagnóstico (CIEX)
X806,"LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN AREA INDUSTRI",Diagnóstico (CIEX)
X807,"LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN GRANJA",Diagnóstico (CIEX)
X808,"LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN OTRO LUGAR ES",Diagnóstico (CIEX)
X809,"LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, LUGAR NO ESPECIF",Diagnóstico (CIEX)
X810,LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOV,Diagnóstico (CIEX)
X811,LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOV,Diagnóstico (CIEX)
X812,LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOV,Diagnóstico (CIEX)
X813,LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOV,Diagnóstico (CIEX)
X814,LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOV,Diagnóstico (CIEX)
X815,LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOV,Diagnóstico (CIEX)
X816,LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOV,Diagnóstico (CIEX)
X817,LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOV,Diagnóstico (CIEX)
X818,LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOV,Diagnóstico (CIEX)
X819,LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOV,Diagnóstico (CIEX)
X820,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO DE MOTOR, EN VIVIENDA",Diagnóstico (CIEX)
X821,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO DE MOTOR, EN INSTITUCION",Diagnóstico (CIEX)
X822,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO DE MOTOR, EN ESCUELAS, OT",Diagnóstico (CIEX)
X823,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO DE MOTOR, EN AREAS DE DEP",Diagnóstico (CIEX)
X824,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO DE MOTOR, EN CALLES Y CAR",Diagnóstico (CIEX)
X825,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO DE MOTOR, EN COMERCIO Y A",Diagnóstico (CIEX)
X827,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO DE MOTOR, EN GRANJA",Diagnóstico (CIEX)
X828,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO DE MOTOR, EN OTRO LUGAR E",Diagnóstico (CIEX)
X826,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO DE MOTOR, EN AREA INDUSTR",Diagnóstico (CIEX)
X829,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO DE MOTOR, EN LUGAR NO ESP",Diagnóstico (CIEX)
X831,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OTROS MEDIOS ESPECIFICADOS, EN INSTITUCION RES",Diagnóstico (CIEX)
X832,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OTROS MEDIOS ESPECIFICADOS, EN ESCUELAS, OTRAS",Diagnóstico (CIEX)
X830,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OTROS MEDIOS ESPECIFICADOS, EN VIVIENDA",Diagnóstico (CIEX)
